Date,Open,High,Low,Close,Volume,Market Cap
"jun. 16, 2020","0,071024","0,072076","0,070118","0,071247",422.477.438,1.448.273.934
"jun. 15, 2020","0,071414","0,07183","0,066148","0,07111",475.868.940,1.445.343.911
"jun. 14, 2020","0,074385","0,074385","0,071092","0,071414",389.719.568,1.450.664.398
"jun. 13, 2020","0,072993","0,074463","0,071993","0,074296",388.991.889,1.509.215.958
"jun. 12, 2020","0,071429","0,074844","0,070916","0,073029",463.002.957,1.483.473.445
"jun. 11, 2020","0,078714","0,079402","0,069982","0,071485",590.529.752,1.452.122.626
"jun. 10, 2020","0,078538","0,079153","0,077709","0,078657",462.922.723,1.597.627.957
"jun. 09, 2020","0,07998","0,080371","0,077688","0,078576",431.553.013,1.594.834.476
"jun. 08, 2020","0,078975","0,080545","0,078276","0,08001",394.984.022,1.623.743.109
"jun. 07, 2020","0,079863","0,08091","0,076096","0,079",497.548.454,1.603.256.958
"jun. 06, 2020","0,079494","0,081284","0,078731","0,079883",499.450.887,1.621.164.012
"jun. 05, 2020","0,082406","0,083117","0,079276","0,079518",643.282.514,1.613.749.746
"jun. 04, 2020","0,082708","0,086169","0,079758","0,082476",728.954.392,1.673.792.979
"jun. 03, 2020","0,079349","0,083102","0,076996","0,082632",625.675.420,1.674.678.758
"jun. 02, 2020","0,07541","0,08396","0,07534","0,079284",798.043.368,1.606.538.500
"jun. 01, 2020","0,070631","0,076174","0,070166","0,075518",620.504.741,1.530.037.893
"May 31, 2020","0,072399","0,076035","0,069487","0,070627",636.177.470,1.430.599.353
"May 30, 2020","0,067842","0,072593","0,067041","0,072436",510.303.238,1.467.241.702
"May 29, 2020","0,068824","0,069792","0,067134","0,067876",440.276.090,1.374.858.679
"May 28, 2020","0,066296","0,06984","0,065979","0,068865",453.361.150,1.394.505.654
"May 27, 2020","0,065119","0,067673","0,065026","0,066252",437.929.645,1.340.745.542
"May 26, 2020","0,066216","0,066457","0,064151","0,065144",371.589.056,1.317.774.370
"May 25, 2020","0,064646","0,066123","0,06421","0,066098",450.549.233,1.337.081.467
"May 24, 2020","0,067549","0,068399","0,064795","0,06486",390.536.763,1.312.039.239
"May 23, 2020","0,06816","0,069116","0,066711","0,067608",400.282.442,1.367.629.026
"May 22, 2020","0,066728","0,069118","0,065799","0,068167",473.521.124,1.378.932.378
"May 21, 2020","0,070996","0,071391","0,064559","0,066699",504.379.554,1.348.531.930
"May 20, 2020","0,069407","0,071913","0,068613","0,070992",530.728.877,1.434.978.249
"May 19, 2020","0,070058","0,070157","0,068618","0,069389",427.647.345,1.402.362.858
"May 18, 2020","0,069062","0,071148","0,068724","0,070095",594.262.835,1.416.488.699
"May 17, 2020","0,067966","0,071491","0,067938","0,0691",530.947.005,1.396.389.891
"May 16, 2020","0,067403","0,06829","0,066845","0,06811",433.441.328,1.376.378.510
"May 15, 2020","0,069084","0,069708","0,067102","0,067406",589.459.285,1.362.150.639
"May 14, 2020","0,069645","0,0707","0,067377","0,069082",667.445.362,1.397.983.079
"May 13, 2020","0,069929","0,070582","0,068298","0,069796",668.016.410,1.412.139.411
"May 12, 2020","0,062795","0,070168","0,062352","0,069905",717.258.193,1.414.360.075
"May 11, 2020","0,064307","0,065066","0,061184","0,062793",676.862.243,1.270.451.826
"May 10, 2020","0,071967","0,071967","0,061108","0,064317",820.471.098,1.301.301.205
"May 09, 2020","0,072925","0,073516","0,071599","0,071971",615.949.072,1.456.155.371
"May 08, 2020","0,072364","0,074185","0,071013","0,073143",615.940.985,1.479.854.901
"May 07, 2020","0,071196","0,073566","0,070758","0,072321",676.902.337,1.463.234.295
"May 06, 2020","0,072387","0,073199","0,071195","0,071195",634.319.026,1.439.039.457
"May 05, 2020","0,073744","0,074315","0,071737","0,072445",572.848.081,1.473.562.699
"May 04, 2020","0,073084","0,074088","0,068667","0,073738",701.073.658,1.499.859.162
"May 03, 2020","0,075577","0,076544","0,072521","0,073106",755.013.661,1.485.822.965
"May 02, 2020","0,073109","0,076145","0,072102","0,07545",721.153.691,1.533.468.385
"May 01, 2020","0,067782","0,073505","0,067782","0,073222",764.134.318,1.488.125.623
"Apr 30, 2020","0,072385","0,073988","0,066768","0,067697",859.662.107,1.375.477.544
"Apr 29, 2020","0,069041","0,07314","0,067568","0,07235",929.790.801,1.469.869.070
"Apr 28, 2020","0,067273","0,070738","0,067036","0,069021",820.842.387,1.401.987.694
"Apr 27, 2020","0,062087","0,068485","0,061742","0,067367",711.801.196,1.367.271.243
"Apr 26, 2020","0,062009","0,063112","0,061522","0,0625",550.894.044,1.268.496.925
"Apr 25, 2020","0,061611","0,063735","0,061308","0,062153",526.584.850,1.261.444.743
"Apr 24, 2020","0,061824","0,065499","0,061022","0,061612",671.248.452,1.250.275.206
"Apr 23, 2020","0,054835","0,064866","0,054783","0,061737",993.914.721,1.252.739.814
"Apr 22, 2020","0,051208","0,055015","0,050969","0,054812",561.155.181,1.114.471.012
"Apr 21, 2020","0,049925","0,051861","0,049662","0,051222",495.416.209,1.041.476.633
"Apr 20, 2020","0,049199","0,053372","0,049019","0,049997",742.154.168,1.016.304.947
"Apr 19, 2020","0,050499","0,050836","0,04903","0,049209",523.219.785,1.000.295.700
"Apr 18, 2020","0,049041","0,050785","0,048975","0,050501",534.672.464,1.026.552.161
"Apr 17, 2020","0,049208","0,049498","0,048609","0,04907",478.450.043,997.465.227
"Apr 16, 2020","0,046366","0,049455","0,0454","0,049125",628.082.822,998.583.433
"Apr 15, 2020","0,048007","0,048774","0,046332","0,046409",468.836.578,943.367.109
"Apr 14, 2020","0,048332","0,049169","0,047784","0,048215",507.234.997,979.216.259
"Apr 13, 2020","0,049529","0,049529","0,046584","0,048339",530.770.069,981.647.942
"Apr 12, 2020","0,049544","0,051032","0,048674","0,049441",411.810.328,1.003.951.385
"Apr 11, 2020","0,047852","0,049815","0,047695","0,049551",426.515.998,1.006.177.930
"Apr 10, 2020","0,052009","0,05224","0,046073","0,047788",461.485.326,970.395.077
"Apr 09, 2020","0,051028","0,052141","0,049126","0,052039",420.784.745,1.056.715.995
"Apr 08, 2020","0,048331","0,051091","0,048069","0,050983",355.554.036,1.035.793.439
"Apr 07, 2020","0,049505","0,051273","0,04768","0,048317",535.973.254,981.643.864
"Apr 06, 2020","0,043499","0,049642","0,04348","0,049474",528.856.126,1.004.886.536
"Apr 05, 2020","0,041944","0,043499","0,04159","0,043488",330.675.377,883.293.328
"Apr 04, 2020","0,041417","0,041958","0,040993","0,041943",331.158.440,851.912.645
"Apr 03, 2020","0,041327","0,04254","0,040882","0,041571",381.441.115,844.346.463
"Apr 02, 2020","0,040777","0,042867","0,040527","0,041303",409.126.334,838.090.888
"Apr 01, 2020","0,040855","0,040855","0,03928","0,040816",302.527.865,828.110.034
"mar. 31, 2020","0,040196","0,040877","0,040144","0,040846",327.644.886,828.716.144
"mar. 30, 2020","0,038101","0,040755","0,037972","0,040209",315.377.995,815.799.548
"mar. 29, 2020","0,039954","0,040046","0,038085","0,038129",266.559.124,773.422.040
"mar. 28, 2020","0,041144","0,041144","0,038976","0,039956",340.909.985,810.493.534
"mar. 27, 2020","0,042563","0,042864","0,041172","0,041172",308.504.165,835.162.598
"mar. 26, 2020","0,040581","0,042638","0,040267","0,042538",305.069.105,862.866.842
"mar. 25, 2020","0,040312","0,040794","0,039378","0,040579",312.768.244,823.198.804
"mar. 24, 2020","0,03924","0,040481","0,039006","0,040305",366.272.224,817.640.559
"mar. 23, 2020","0,037191","0,039304","0,036365","0,03926",359.628.965,796.338.243
"mar. 22, 2020","0,039623","0,040484","0,037061","0,037198",329.105.985,754.510.428
"mar. 21, 2020","0,039958","0,040569","0,038521","0,039616",356.478.474,803.546.868
"mar. 20, 2020","0,041474","0,044108","0,037032","0,039919",403.266.374,809.105.077
"mar. 19, 2020","0,03594","0,042341","0,035927","0,041494",457.344.869,840.940.832
"mar. 18, 2020","0,036742","0,037372","0,034913","0,035979",337.020.832,729.171.228
"mar. 17, 2020","0,035217","0,037501","0,035217","0,03682",330.129.256,746.203.867
"mar. 16, 2020","0,03832","0,038324","0,032718","0,035161",422.559.303,712.517.917
"mar. 15, 2020","0,037246","0,0404","0,037012","0,038282",362.487.211,775.568.805
"mar. 14, 2020","0,039555","0,040455","0,036958","0,037297",375.613.371,755.613.087
"mar. 13, 2020","0,033476","0,041109","0,028492","0,039531",747.877.049,800.887.496
"mar. 12, 2020","0,050379","0,050475","0,033441","0,033441",526.211.822,677.492.669
"mar. 11, 2020","0,052006","0,052486","0,048203","0,050387",408.137.347,1.020.725.925
"mar. 10, 2020","0,052198","0,053087","0,050898","0,051989",416.858.440,1.053.174.795
"mar. 09, 2020","0,050651","0,052033","0,047901","0,05192",549.172.784,1.051.782.273
"mar. 08, 2020","0,058432","0,058432","0,050744","0,050744",488.233.342,1.027.960.317
"mar. 07, 2020","0,061165","0,061383","0,058401","0,058409",411.529.339,1.183.231.787
"mar. 06, 2020","0,059765","0,061181","0,059456","0,061181",428.300.799,1.238.698.122
"mar. 05, 2020","0,058576","0,060893","0,058576","0,059758",421.868.545,1.208.503.878
"mar. 04, 2020","0,058358","0,059137","0,057902","0,058593",381.787.289,1.184.959.545
"mar. 03, 2020","0,059223","0,060138","0,057871","0,058352",407.088.469,1.180.080.997
"mar. 02, 2020","0,056222","0,05978","0,055923","0,059206",397.777.572,1.196.467.590
"mar. 01, 2020","0,057363","0,058517","0,055482","0,056252",360.604.910,1.136.566.221
"Feb 29, 2020","0,058279","0,059814","0,057391","0,057456",318.679.471,1.160.906.896
"Feb 28, 2020","0,060023","0,061355","0,057019","0,058305",419.431.446,1.178.058.217
"Feb 27, 2020","0,059303","0,062443","0,056771","0,060011",452.957.399,1.212.527.971
"Feb 26, 2020","0,06534","0,065463","0,057433","0,059303",505.300.519,1.198.211.736
"Feb 25, 2020","0,069409","0,070053","0,064964","0,065325",461.517.993,1.319.900.179
"Feb 24, 2020","0,073507","0,073572","0,068739","0,06938",465.871.328,1.401.822.757
"Feb 23, 2020","0,069469","0,073736","0,069058","0,073645",432.366.514,1.487.408.611
"Feb 22, 2020","0,071964","0,072424","0,068987","0,06939",398.582.854,1.401.477.521
"Feb 21, 2020","0,071128","0,073359","0,070784","0,071953",467.029.257,1.453.244.010
"Feb 20, 2020","0,070676","0,071933","0,069082","0,071169",496.888.762,1.436.695.196
"Feb 19, 2020","0,07547","0,07861","0,070007","0,07072",438.696.625,1.427.630.785
"Feb 18, 2020","0,071921","0,077512","0,070713","0,074642",521.725.957,1.506.678.243
"Feb 17, 2020","0,074904","0,075029","0,067949","0,071851",619.668.937,1.450.201.719
"Feb 16, 2020","0,079401","0,081311","0,069217","0,075079",632.562.189,1.515.349.949
"Feb 15, 2020","0,085813","0,08727","0,077926","0,079246",577.812.168,1.599.467.710
"Feb 14, 2020","0,082617","0,086557","0,080313","0,085796",640.075.025,1.731.666.469
"Feb 13, 2020","0,08004","0,086677","0,079145","0,082655",849.232.918,1.659.743.838
"Feb 12, 2020","0,073732","0,081834","0,073732","0,08004",733.460.111,1.607.097.050
"Feb 11, 2020","0,07089","0,074242","0,069337","0,073741",518.483.533,1.480.628.375
"Feb 10, 2020","0,072989","0,073581","0,069325","0,070855",514.592.414,1.422.686.768
"Feb 09, 2020","0,070817","0,074395","0,07007","0,072821",477.162.368,1.462.155.253
"Feb 08, 2020","0,071613","0,072281","0,068437","0,070853",479.921.994,1.422.649.989
"Feb 07, 2020","0,070526","0,072852","0,070224","0,071625",519.263.943,1.438.149.359
"Feb 06, 2020","0,068763","0,071169","0,067605","0,07054",516.539.220,1.415.482.428
"Feb 05, 2020","0,066319","0,069117","0,06588","0,068733",520.288.061,1.378.865.162
"Feb 04, 2020","0,06405","0,066703","0,062135","0,066291",435.813.336,1.329.865.439
"Feb 03, 2020","0,063385","0,065443","0,063098","0,064061",386.201.629,1.285.126.689
"Feb 02, 2020","0,060542","0,065759","0,060093","0,063367",459.980.666,1.271.202.563
"Feb 01, 2020","0,061546","0,062644","0,05936","0,06047",351.749.271,1.213.096.236
"jan. 31, 2020","0,061269","0,063646","0,059865","0,061554",365.221.348,1.234.837.874
"jan. 30, 2020","0,061682","0,06299","0,060058","0,061207",382.600.193,1.227.871.266
"jan. 29, 2020","0,060327","0,062595","0,059045","0,061739",408.058.902,1.238.546.132
"jan. 28, 2020","0,059606","0,061764","0,059159","0,060303",435.796.280,1.209.732.372
"jan. 27, 2020","0,05866","0,061461","0,057598","0,059645",354.309.858,1.196.397.983
"jan. 26, 2020","0,056111","0,059546","0,055742","0,058572",325.709.373,1.174.877.296
"jan. 25, 2020","0,057257","0,057879","0,055841","0,056039",319.119.540,1.124.060.743
"jan. 24, 2020","0,059401","0,059455","0,054127","0,057303",382.153.105,1.149.419.047
"jan. 23, 2020","0,059995","0,061171","0,056832","0,059238",383.108.495,1.188.095.063
"jan. 22, 2020","0,062395","0,063779","0,059796","0,059889",334.827.929,1.201.010.415
"jan. 21, 2020","0,062025","0,063943","0,061601","0,06242",404.072.680,1.251.502.830
"jan. 20, 2020","0,059991","0,06464","0,059431","0,062044",570.944.249,1.243.262.125
"jan. 19, 2020","0,061144","0,065619","0,058865","0,060044",557.236.013,1.203.196.279
"jan. 18, 2020","0,05997","0,064649","0,057045","0,061155",619.953.488,1.225.443.376
"jan. 17, 2020","0,053828","0,062763","0,052715","0,060052",519.487.809,1.200.675.457
"jan. 16, 2020","0,054817","0,054993","0,051784","0,053748",316.566.307,1.074.496.622
"jan. 15, 2020","0,05204","0,05547","0,051042","0,054789",334.258.693,1.095.162.183
"jan. 14, 2020","0,048085","0,05348","0,048066","0,052115",325.107.091,1.041.718.996
"jan. 13, 2020","0,048229","0,048458","0,046383","0,048122",224.390.629,961.732.457
"jan. 12, 2020","0,04758","0,048951","0,046762","0,048319",207.151.685,965.205.442
"jan. 11, 2020","0,046378","0,049198","0,046117","0,047547",216.830.961,949.740.468
"jan. 10, 2020","0,046268","0,048292","0,045766","0,046402",211.752.195,926.865.627
"jan. 09, 2020","0,047616","0,049246","0,045678","0,046458",171.728.899,927.922.896
"jan. 08, 2020","0,049916","0,050093","0,046706","0,048717",213.522.156,972.927.111
"jan. 07, 2020","0,049025","0,050261","0,047908","0,049838",239.407.286,995.321.994
"jan. 06, 2020","0,045432","0,049292","0,045244","0,049124",248.276.598,981.165.304
"jan. 05, 2020","0,046165","0,046692","0,044772","0,045359",165.956.087,909.657.060
"jan. 04, 2020","0,045227","0,046276","0,044332","0,046272",152.253.766,927.967.117
"jan. 03, 2020","0,044001","0,045907","0,043544","0,045234",168.931.018,907.150.288
"jan. 02, 2020","0,045398","0,045604","0,043582","0,044112",151.848.963,884.665.838
"jan. 01, 2020","0,045118","0,045768","0,043438","0,045451",168.402.204,911.500.592
"Dec 31, 2019","0,046053","0,046115","0,043332","0,045224",157.108.041,906.956.531
"Dec 30, 2019","0,046203","0,046902","0,044252","0,045954",167.585.185,921.597.413
"Dec 29, 2019","0,045138","0,047112","0,044077","0,046216",148.653.161,926.843.557
"Dec 28, 2019","0,046015","0,046536","0,044167","0,045151",158.028.356,905.501.294
"Dec 27, 2019","0,045092","0,046747","0,044685","0,046086",186.418.572,924.237.333
"Dec 26, 2019","0,043572","0,04571","0,043512","0,045101",159.865.552,904.483.723
"Dec 25, 2019","0,045029","0,045591","0,043191","0,043441",160.886.227,871.192.763
"Dec 24, 2019","0,044807","0,046288","0,0444","0,045083",190.571.245,904.138.193
"Dec 23, 2019","0,04734","0,04767","0,044641","0,044849",188.544.968,899.434.823
"Dec 22, 2019","0,046322","0,04752","0,044277","0,047296",192.185.818,948.508.444
"Dec 21, 2019","0,046204","0,048313","0,044703","0,046277",178.466.491,928.068.807
"Dec 20, 2019","0,044985","0,047144","0,044239","0,046269",196.248.519,927.921.648
"Dec 19, 2019","0,046033","0,046427","0,044022","0,044964",210.750.075,901.740.472
"Dec 18, 2019","0,044246","0,046733","0,043048","0,046013",253.895.323,922.788.952
"Dec 17, 2019","0,048558","0,048895","0,042986","0,044053",223.440.074,883.474.247
"Dec 16, 2019","0,051402","0,052006","0,048421","0,048549",188.173.197,973.646.579
"Dec 15, 2019","0,051709","0,052399","0,04965","0,051398",184.576.351,1.030.780.417
"Dec 14, 2019","0,053072","0,053336","0,051145","0,051673",178.719.118,1.036.297.918
"Dec 13, 2019","0,052724","0,05372","0,052176","0,05299",166.277.796,1.062.704.050
"Dec 12, 2019","0,05271","0,053804","0,052177","0,052721",207.030.753,1.057.309.861
"Dec 11, 2019","0,053621","0,054757","0,052692","0,052692",200.779.620,1.056.722.331
"Dec 10, 2019","0,054476","0,054952","0,053064","0,053607",187.877.398,1.075.080.469
"Dec 09, 2019","0,056092","0,056386","0,054213","0,05445",184.029.266,1.091.975.773
"Dec 08, 2019","0,055041","0,056544","0,054598","0,056132",159.244.878,1.125.717.482
"Dec 07, 2019","0,055045","0,056187","0,054795","0,055068",161.472.546,1.104.373.638
"Dec 06, 2019","0,055612","0,055823","0,05454","0,055028",177.492.285,1.103.572.231
"Dec 05, 2019","0,055347","0,057624","0,05444","0,055518",190.568.914,1.113.392.541
