Date,Open*,High,Low,Close**,Volume,Market Cap
"Dec 02, 2020",$288.17,$297.05,$282.10,$294.25,"$2,654,055,892","$5,469,759,304"
"Dec 01, 2020",$316.48,$319.77,$280.10,$288.14,"$4,197,968,842","$5,355,824,046"
"nov. 30, 2020",$283.92,$320.97,$280.34,$316.42,"$3,892,204,636","$5,881,369,223"
"nov. 29, 2020",$275.58,$287.11,$272.07,$283.93,"$2,155,292,211","$5,277,249,777"
"nov. 28, 2020",$264.99,$282.56,$261.72,$275.57,"$2,623,903,532","$5,121,547,317"
"nov. 27, 2020",$270.59,$278.25,$258.03,$264.96,"$2,947,138,216","$4,923,986,045"
"nov. 26, 2020",$312.64,$319.14,$253.28,$270.51,"$4,922,338,888","$5,026,985,557"
"nov. 25, 2020",$345.61,$359.44,$303.41,$312.78,"$5,131,050,362","$5,812,255,421"
"nov. 24, 2020",$323.01,$367.95,$321.17,$345.61,"$7,685,446,495","$6,421,991,120"
"nov. 23, 2020",$286.99,$323.27,$282.40,$323.03,"$5,309,099,342","$6,002,142,777"
"nov. 22, 2020",$301.92,$309.36,$274.71,$286.99,"$4,952,111,958","$5,332,294,479"
"nov. 21, 2020",$258.85,$304.79,$256.66,$301.92,"$5,765,585,961","$5,609,451,636"
"nov. 20, 2020",$246.27,$259.01,$245.71,$258.85,"$1,873,696,045","$4,808,914,195"
"nov. 19, 2020",$247.12,$250.46,$241.69,$246.27,"$1,254,227,175","$4,574,874,530"
"nov. 18, 2020",$255.29,$257.72,$242.98,$247.13,"$2,327,656,295","$4,590,525,422"
"nov. 17, 2020",$252.35,$257.57,$249.55,$255.29,"$1,738,784,593","$4,741,950,770"
"nov. 16, 2020",$241.37,$252.94,$234.32,$250.14,"$2,443,954,097","$4,646,082,537"
"nov. 15, 2020",$255.77,$259.91,$239.39,$241.37,"$2,400,160,029","$4,482,952,487"
"nov. 14, 2020",$259.17,$261.60,$254.18,$255.77,"$2,131,937,376","$4,750,190,502"
"nov. 13, 2020",$259.82,$262.10,$249.88,$259.17,"$2,159,730,843","$4,813,176,378"
"nov. 12, 2020",$257.12,$264.35,$252.63,$259.82,"$1,691,361,924","$4,825,017,497"
"nov. 11, 2020",$257.35,$262.30,$256.63,$257.12,"$1,483,145,652","$4,774,643,083"
"nov. 10, 2020",$263.99,$265.95,$255.22,$257.35,"$1,590,780,216","$4,778,682,177"
"nov. 09, 2020",$270.70,$273.36,$258.46,$263.98,"$1,926,205,001","$4,901,544,312"
"nov. 08, 2020",$253.59,$276.94,$251.57,$270.70,"$1,964,488,513","$5,026,016,751"
"nov. 07, 2020",$257.72,$276.05,$246.76,$253.59,"$3,306,975,309","$4,708,150,125"
"nov. 06, 2020",$249.55,$259.04,$248.19,$257.72,"$2,307,792,598","$4,784,587,853"
"nov. 05, 2020",$241.14,$251.63,$241.14,$249.55,"$2,296,534,780","$4,632,655,815"
"nov. 04, 2020",$244.15,$244.54,$232.36,$241.13,"$2,602,972,773","$4,476,173,288"
"nov. 03, 2020",$257.20,$258.70,$236.87,$244.15,"$2,902,353,056","$4,531,948,286"
"nov. 02, 2020",$267.55,$270.83,$255.19,$257.20,"$2,473,366,490","$4,774,046,041"
"nov. 01, 2020",$261.76,$269.50,$260.11,$267.56,"$1,785,981,045","$4,966,023,216"
"Oct 31, 2020",$261.83,$265.49,$259.81,$261.76,"$2,021,384,093","$4,858,164,160"
"Oct 30, 2020",$267.06,$269.54,$256.43,$261.83,"$3,032,354,182","$4,859,229,016"
"Oct 29, 2020",$268.49,$271.24,$258.67,$267.06,"$2,670,911,240","$4,956,006,326"
"Oct 28, 2020",$264.54,$279.13,$259.75,$268.49,"$3,670,734,190","$4,982,423,853"
"Oct 27, 2020",$259.78,$267.63,$257.49,$264.54,"$2,718,701,859","$4,908,878,083"
"Oct 26, 2020",$271.08,$272.64,$254.49,$259.78,"$2,851,175,628","$4,820,377,789"
"Oct 25, 2020",$275.12,$275.26,$268.16,$271.08,"$2,158,858,954","$5,029,772,217"
"Oct 24, 2020",$270.31,$276.45,$267.77,$275.12,"$2,049,345,141","$5,104,525,921"
"Oct 23, 2020",$266.63,$274.69,$263.56,$270.31,"$2,740,574,138","$5,015,085,466"
"Oct 22, 2020",$258.23,$272.10,$258.12,$266.47,"$3,250,753,926","$4,943,566,702"
"Oct 21, 2020",$242.81,$262.81,$242.48,$258.51,"$3,164,562,404","$4,795,686,149"
"Oct 20, 2020",$250.73,$250.73,$240.89,$242.85,"$2,230,433,445","$4,504,795,532"
"Oct 19, 2020",$249.84,$252.42,$246.83,$250.71,"$1,823,030,809","$4,650,462,966"
"Oct 18, 2020",$246.10,$250.69,$245.34,$249.81,"$1,693,057,793","$4,633,651,829"
"Oct 17, 2020",$250.79,$252.44,$243.51,$246.32,"$2,077,377,477","$4,568,614,423"
"Oct 16, 2020",$262.17,$265.97,$247.46,$250.33,"$3,025,371,472","$4,642,655,421"
"Oct 15, 2020",$259.18,$265.23,$255.80,$261.38,"$2,590,009,260","$4,847,538,311"
"Oct 14, 2020",$253.63,$259.50,$251.13,$259.13,"$2,389,412,354","$4,805,559,293"
"Oct 13, 2020",$239.87,$254.81,$238.26,$253.53,"$2,334,880,624","$4,701,407,868"
"Oct 12, 2020",$239.44,$243.68,$234.67,$239.81,"$1,789,792,727","$4,446,873,708"
"Oct 11, 2020",$237.51,$243.07,$236.82,$239.67,"$1,819,533,632","$4,443,974,743"
"Oct 10, 2020",$237.30,$245.21,$236.50,$237.32,"$1,900,960,677","$4,400,255,413"
"Oct 09, 2020",$234.00,$240.03,$232.34,$237.37,"$1,835,550,892","$4,400,817,646"
"Oct 08, 2020",$223.22,$235.66,$221.70,$233.62,"$1,899,945,427","$4,331,195,936"
"Oct 07, 2020",$220.02,$223.76,$217.23,$223.27,"$1,352,439,343","$4,139,141,192"
"Oct 06, 2020",$222.13,$229.01,$217.50,$220.03,"$1,780,121,739","$4,078,862,528"
"Oct 05, 2020",$221.41,$222.98,$219.46,$222.05,"$1,224,383,391","$4,116,052,511"
"Oct 04, 2020",$219.13,$222.88,$217.82,$221.39,"$1,205,298,877","$4,103,661,522"
"Oct 03, 2020",$220.01,$221.41,$218.67,$218.86,"$1,095,787,428","$4,056,607,509"
"Oct 02, 2020",$228.14,$228.37,$214.29,$220.02,"$1,789,037,001","$4,077,875,839"
"Oct 01, 2020",$228.22,$233.30,$222.43,$227.42,"$1,721,068,341","$4,214,781,531"
"Sep 30, 2020",$229.12,$230.22,$225.57,$228.01,"$1,434,832,333","$4,225,442,430"
"Sep 29, 2020",$225.96,$229.93,$225.16,$228.98,"$1,410,092,783","$4,243,252,782"
"Sep 28, 2020",$229.54,$233.74,$225.99,$226.15,"$1,822,226,481","$4,190,734,726"
"Sep 27, 2020",$221.81,$229.95,$217.77,$228.81,"$1,523,786,887","$4,239,832,482"
"Sep 26, 2020",$216.66,$223.72,$213.82,$222.05,"$1,313,240,851","$4,114,325,969"
"Sep 25, 2020",$216.43,$218.07,$211.37,$216.64,"$1,288,116,068","$4,013,733,201"
"Sep 24, 2020",$208.09,$217.72,$206.92,$216.39,"$1,324,408,643","$4,008,954,697"
"Sep 23, 2020",$220.18,$220.23,$205.58,$207.92,"$1,301,444,746","$3,851,850,082"
"Sep 22, 2020",$213.50,$220.09,$211.99,$220.03,"$987,166,460","$4,076,131,184"
"Sep 21, 2020",$226.65,$228.90,$211.03,$213.52,"$1,708,443,759","$3,955,180,105"
"Sep 20, 2020",$233.64,$233.76,$223.33,$226.42,"$1,665,443,818","$4,193,940,565"
"Sep 19, 2020",$234.09,$237.23,$232.29,$233.63,"$1,761,438,254","$4,327,324,184"
"Sep 18, 2020",$233.17,$238.99,$231.53,$234.21,"$1,967,062,407","$4,337,851,407"
"Sep 17, 2020",$231.59,$239.28,$230.60,$233.17,"$2,356,975,266","$4,318,353,227"
"Sep 16, 2020",$235.74,$236.00,$227.80,$231.77,"$2,513,150,071","$4,292,296,919"
"Sep 15, 2020",$226.40,$241.23,$225.69,$235.63,"$3,148,522,136","$4,363,536,397"
"Sep 14, 2020",$221.83,$230.89,$220.12,$226.26,"$2,125,300,854","$4,189,890,350"
"Sep 13, 2020",$230.29,$234.19,$219.78,$221.83,"$2,008,902,148","$4,107,511,806"
"Sep 12, 2020",$225.56,$230.29,$223.10,$230.29,"$1,588,108,882","$4,264,106,265"
"Sep 11, 2020",$227.71,$228.33,$221.32,$225.54,"$1,769,308,088","$4,175,833,599"
"Sep 10, 2020",$224.69,$230.26,$224.62,$227.71,"$2,007,978,798","$4,215,911,572"
"Sep 09, 2020",$222.56,$228.60,$219.34,$224.68,"$1,619,487,057","$4,159,480,934"
"Sep 08, 2020",$228.67,$230.38,$217.58,$222.54,"$2,444,380,275","$4,119,692,455"
"Sep 07, 2020",$228.35,$230.07,$216.88,$228.61,"$2,767,464,423","$4,231,891,588"
"Sep 06, 2020",$225.30,$232.96,$220.78,$228.45,"$2,533,324,540","$4,228,811,552"
"Sep 05, 2020",$231.64,$234.97,$216.58,$225.30,"$3,128,814,772","$4,170,251,808"
"Sep 04, 2020",$215.62,$239.19,$215.02,$231.87,"$2,130,928,347","$4,291,714,837"
"Sep 03, 2020",$264.09,$265.94,$214.00,$216.06,"$1,891,347,861","$3,998,851,865"
"Sep 02, 2020",$292.43,$294.54,$258.74,$264.12,"$2,049,397,876","$4,888,043,310"
