Date,Open*,High,Low,Close**,Volume,Market Cap
"jan. 22, 2021",$159.88,$194.55,$148.82,$188.28,"$621,666,181","$2,309,153,720"
"jan. 21, 2021",$193.32,$193.42,$156.91,$159.99,"$581,488,355","$1,961,810,810"
"jan. 20, 2021",$187.13,$198.20,$173.54,$193.34,"$629,524,750","$2,370,382,680"
"jan. 19, 2021",$197.72,$206.22,$185.82,$187.51,"$501,884,679","$2,298,257,566"
"jan. 18, 2021",$186.19,$197.66,$181.44,$197.66,"$495,408,128","$2,421,614,478"
"jan. 17, 2021",$182.37,$196.80,$175.36,$186.26,"$631,950,250","$2,280,831,101"
"jan. 16, 2021",$162.69,$199.43,$162.69,$182.93,"$896,636,347","$2,238,510,904"
"jan. 15, 2021",$147.33,$163.05,$141.04,$162.58,"$588,428,158","$1,988,529,819"
"jan. 14, 2021",$147.18,$153.16,$139.54,$147.26,"$467,793,934","$1,797,974,219"
"jan. 13, 2021",$126.11,$147.47,$120.68,$147.47,"$540,090,767","$1,799,950,317"
"jan. 12, 2021",$115.44,$132.77,$110.00,$126.05,"$541,259,411","$1,529,400,856"
"jan. 11, 2021",$126.15,$126.15,$95.15,$115.60,"$610,095,319","$1,402,127,903"
"jan. 10, 2021",$117.67,$134.10,$113.93,$126.20,"$512,402,603","$1,528,930,606"
"jan. 09, 2021",$111.70,$118.94,$106.45,$117.67,"$337,620,868","$1,424,946,043"
"jan. 08, 2021",$114.88,$117.48,$100.97,$111.70,"$501,393,572","$1,352,221,085"
"jan. 07, 2021",$114.98,$125.12,$110.95,$114.94,"$467,716,121","$1,391,148,360"
"jan. 06, 2021",$116.50,$119.89,$109.86,$115.00,"$392,901,334","$1,389,419,870"
"jan. 05, 2021",$111.15,$119.96,$99.53,$116.45,"$573,305,329","$1,404,342,547"
"jan. 04, 2021",$91.23,$111.90,$88.20,$111.13,"$619,262,373","$1,339,476,346"
"jan. 03, 2021",$85.71,$92.43,$81.85,$91.10,"$298,884,107","$1,097,389,994"
"jan. 02, 2021",$90.38,$91.77,$82.79,$85.71,"$221,843,920","$1,032,020,483"
"jan. 01, 2021",$87.54,$90.35,$85.13,$90.35,"$202,515,779","$1,087,592,822"
"Dec 31, 2020",$80.86,$87.70,$78.43,$87.53,"$204,471,306","$1,053,210,331"
"Dec 30, 2020",$77.91,$84.94,$77.10,$80.89,"$205,643,884","$973,018,229"
"Dec 29, 2020",$81.87,$82.70,$75.19,$77.90,"$163,464,865","$936,493,442"
"Dec 28, 2020",$76.91,$85.22,$76.16,$81.88,"$226,663,290","$984,160,253"
"Dec 27, 2020",$74.88,$81.53,$72.61,$76.97,"$213,855,388","$924,546,581"
"Dec 26, 2020",$79.82,$79.98,$73.81,$74.87,"$181,386,507","$898,979,377"
"Dec 25, 2020",$80.26,$81.50,$75.92,$79.80,"$172,743,359","$958,013,751"
"Dec 24, 2020",$75.32,$80.44,$71.29,$80.26,"$289,878,177","$963,409,600"
"Dec 23, 2020",$84.10,$84.27,$63.68,$75.22,"$278,229,984","$902,812,158"
"Dec 22, 2020",$81.23,$85.61,$76.16,$84.11,"$244,392,690","$1,009,442,760"
"Dec 21, 2020",$85.97,$87.63,$77.90,$81.31,"$215,489,072","$975,723,269"
"Dec 20, 2020",$88.98,$89.84,$84.43,$85.97,"$280,308,987","$1,031,344,697"
"Dec 19, 2020",$89.83,$96.07,$88.96,$89.01,"$357,204,771","$1,067,684,335"
"Dec 18, 2020",$85.09,$89.77,$82.84,$89.77,"$254,960,311","$1,076,525,472"
"Dec 17, 2020",$87.23,$89.47,$83.34,$85.08,"$361,404,899","$1,019,961,551"
"Dec 16, 2020",$87.23,$89.48,$80.97,$87.23,"$368,950,333","$1,045,506,380"
"Dec 15, 2020",$86.15,$88.75,$84.63,$87.26,"$288,078,630","$1,045,770,158"
"Dec 14, 2020",$83.45,$90.86,$79.79,$86.14,"$309,773,537","$1,032,112,151"
"Dec 13, 2020",$77.59,$84.65,$76.93,$83.43,"$269,018,777","$999,380,433"
"Dec 12, 2020",$74.68,$80.00,$74.65,$77.55,"$228,308,572","$928,807,401"
"Dec 11, 2020",$76.63,$78.35,$70.71,$74.73,"$314,260,629","$894,777,252"
"Dec 10, 2020",$82.18,$83.05,$75.86,$76.65,"$299,977,127","$917,596,923"
"Dec 09, 2020",$79.92,$86.13,$75.10,$82.11,"$357,447,824","$982,942,930"
"Dec 08, 2020",$90.95,$91.10,$78.21,$79.95,"$376,267,575","$956,117,556"
"Dec 07, 2020",$87.96,$94.70,$86.91,$90.96,"$299,145,688","$1,087,477,656"
"Dec 06, 2020",$91.95,$92.73,$84.95,$87.96,"$261,643,153","$1,051,203,169"
"Dec 05, 2020",$81.59,$91.92,$79.95,$91.92,"$321,071,928","$1,097,810,892"
"Dec 04, 2020",$91.68,$92.74,$80.18,$81.64,"$344,330,864","$974,344,644"
"Dec 03, 2020",$86.38,$94.07,$83.21,$91.68,"$390,370,348","$1,093,762,157"
"Dec 02, 2020",$74.86,$89.94,$72.45,$86.32,"$410,949,898","$1,029,525,776"
"Dec 01, 2020",$76.42,$78.86,$70.94,$74.87,"$268,968,537","$891,921,516"
"nov. 30, 2020",$68.86,$79.47,$68.86,$76.42,"$288,079,550","$909,941,093"
"nov. 29, 2020",$63.95,$69.56,$62.04,$68.85,"$161,791,286","$819,035,970"
"nov. 28, 2020",$60.75,$66.20,$58.98,$63.95,"$150,605,043","$760,508,853"
"nov. 27, 2020",$64.01,$68.67,$56.65,$60.74,"$201,844,806","$722,139,364"
"nov. 26, 2020",$61.82,$65.10,$50.38,$63.99,"$282,502,058","$760,506,809"
"nov. 25, 2020",$66.72,$67.45,$59.56,$61.81,"$154,888,752","$733,874,939"
"nov. 24, 2020",$71.86,$74.38,$66.28,$66.74,"$193,004,081","$792,032,288"
"nov. 23, 2020",$68.42,$73.77,$65.74,$71.84,"$220,212,896","$852,034,425"
"nov. 22, 2020",$70.42,$74.66,$63.30,$68.42,"$209,068,686","$811,198,457"
"nov. 21, 2020",$75.07,$76.89,$67.80,$70.42,"$237,984,829","$833,647,263"
"nov. 20, 2020",$75.86,$82.17,$74.69,$75.07,"$260,578,165","$888,309,703"
"nov. 19, 2020",$75.23,$80.73,$70.50,$75.86,"$275,294,182","$895,838,058"
"nov. 18, 2020",$78.44,$79.21,$67.65,$75.23,"$291,394,551","$887,327,039"
"nov. 17, 2020",$73.25,$79.56,$68.96,$78.44,"$310,951,195","$923,384,720"
"nov. 16, 2020",$64.24,$74.04,$61.21,$71.77,"$252,527,245","$843,863,117"
"nov. 15, 2020",$67.02,$71.17,$60.09,$64.24,"$258,275,517","$754,769,243"
"nov. 14, 2020",$63.40,$68.38,$57.90,$67.02,"$243,698,855","$786,814,071"
"nov. 13, 2020",$51.63,$66.12,$51.18,$63.40,"$318,852,071","$743,396,746"
"nov. 12, 2020",$54.70,$59.62,$50.52,$51.63,"$244,505,562","$603,421,828"
"nov. 11, 2020",$67.00,$68.78,$53.72,$54.70,"$354,136,841","$638,025,535"
"nov. 10, 2020",$54.89,$70.31,$53.18,$67.00,"$433,793,206","$780,700,254"
"nov. 09, 2020",$53.75,$58.36,$49.86,$54.89,"$386,011,348","$626,843,328"
"nov. 08, 2020",$44.60,$54.79,$42.86,$53.75,"$174,706,009","$613,014,914"
"nov. 07, 2020",$38.46,$51.43,$38.46,$44.60,"$200,580,054","$507,707,213"
"nov. 06, 2020",$30.96,$40.77,$30.86,$38.46,"$147,304,661","$435,876,358"
"nov. 05, 2020",$27.72,$32.30,$25.97,$30.96,"$85,212,412","$350,205,473"
"nov. 04, 2020",$28.04,$28.43,$26.09,$27.72,"$50,464,691","$313,021,335"
"nov. 03, 2020",$29.73,$30.06,$27.54,$28.04,"$56,775,012","$316,455,542"
"nov. 02, 2020",$30.66,$33.92,$29.34,$29.73,"$87,180,146","$335,349,718"
"nov. 01, 2020",$29.71,$31.07,$28.49,$30.66,"$49,568,339","$345,465,544"
"Oct 31, 2020",$31.22,$32.90,$29.61,$29.71,"$58,631,072","$333,516,029"
"Oct 30, 2020",$29.10,$31.98,$27.79,$31.22,"$77,280,724","$350,090,548"
"Oct 29, 2020",$32.39,$33.16,$28.24,$29.10,"$66,304,786","$310,800,761"
"Oct 28, 2020",$34.87,$35.56,$32.00,$32.39,"$60,533,867","$346,002,819"
"Oct 27, 2020",$36.03,$38.87,$34.47,$34.87,"$58,581,308","$372,464,564"
"Oct 26, 2020",$37.90,$39.16,$35.07,$36.03,"$50,307,223","$384,880,122"
"Oct 25, 2020",$39.46,$40.93,$37.60,$37.90,"$43,970,452","$404,862,645"
"Oct 24, 2020",$41.69,$42.44,$38.73,$39.46,"$57,658,170","$421,421,064"
"Oct 23, 2020",$37.73,$42.55,$36.92,$41.69,"$76,081,860","$445,257,058"
"Oct 22, 2020",$35.10,$39.86,$33.59,$38.03,"$54,717,366","$402,396,251"
"Oct 21, 2020",$32.25,$37.08,$32.05,$35.16,"$43,831,235","$324,997,301"
"Oct 20, 2020",$36.04,$36.32,$32.10,$32.18,"$60,632,326","$297,449,169"
"Oct 19, 2020",$40.84,$41.00,$35.95,$36.01,"$49,289,897","$332,872,221"
"Oct 18, 2020",$41.39,$41.75,$39.53,$40.75,"$40,441,163","$376,635,994"
"Oct 17, 2020",$39.49,$43.08,$38.63,$41.37,"$43,339,687","$382,367,032"
"Oct 16, 2020",$42.89,$43.91,$39.14,$39.50,"$52,855,205","$365,071,463"
"Oct 15, 2020",$51.39,$52.08,$44.02,$44.02,"$5,883,146","$221,547,139"
"Oct 14, 2020",$51.37,$57.85,$49.63,$51.32,"$3,132,405","$258,274,393"
"Oct 13, 2020",$52.24,$57.48,$49.60,$51.12,"$1,386,221","$257,307,050"
"Oct 12, 2020",$49.66,$54.42,$48.75,$52.24,"$1,354,836","$262,915,666"
"Oct 11, 2020",$49.13,$51.45,$48.72,$49.66,"$692,15","$249,940,843"
"Oct 10, 2020",$46.82,$51.41,$46.70,$49.13,"$1,074,627","$247,288,429"
"Oct 09, 2020",$43.76,$47.57,$43.29,$46.82,"$815,54","$235,632,208"
"Oct 08, 2020",$39.89,$44.90,$36.70,$43.76,"$1,658,817","$220,265,142"
"Oct 07, 2020",$42.40,$42.41,$35.97,$40.08,"$682,83","$67,130,037"
"Oct 06, 2020",$53.29,$53.40,$40.73,$42.40,"$583,09","$71,011,441"
"Oct 05, 2020",$52.68,$55.11,$49.79,$53.22,$0,"$89,128,129"
